peptide_id,source,length,score,label,avg_ep,max_ep,max_lin_ep
16809,uniref90,30,0.086611755,Non-epitope,0.0866,0.2161,0.163
16812,uniref90,30,0.09387834,Non-epitope,0.0939,0.2123,0.1511
16813,uniref90,30,0.14604,Non-epitope,0.146,0.2511,0.1963
16816,uniref90,30,0.07578613,Non-epitope,0.0758,0.1989,0.1284
16818,uniref90,30,0.08520325,Non-epitope,0.0852,0.2119,0.1297
16885,uniref90,30,0.07871071,Non-epitope,0.0787,0.1836,0.1443
16891,uniref90,30,0.100179665,Non-epitope,0.1002,0.1915,0.148
16893,uniref90,30,0.07621495,Non-epitope,0.0762,0.18,0.1097
16894,uniref90,30,0.1383245,Non-epitope,0.1383,0.2884,0.1712
16895,uniref90,30,0.045383472,Non-epitope,0.0454,0.1215,0.0745
16896,uniref90,30,0.122139886,Non-epitope,0.1221,0.2611,0.2064
17100,uniref90,30,0.12517326,Non-epitope,0.1252,0.2223,0.1467
17362,uniref90,30,0.106683105,Non-epitope,0.1067,0.2105,0.1285
17372,uniref90,30,0.050230898,Non-epitope,0.0502,0.1668,0.0997
17374,uniref90,30,0.07481493,Non-epitope,0.0748,0.168,0.1144
17375,uniref90,30,0.09169188,Non-epitope,0.0917,0.2199,0.153
17376,uniref90,30,0.07572525,Non-epitope,0.0757,0.2075,0.1543
17379,uniref90,30,0.08183732,Non-epitope,0.0818,0.2073,0.1667
17583,uniref90,30,0.12192497,Non-epitope,0.1219,0.2288,0.1477
17586,uniref90,30,0.1023604,Non-epitope,0.1024,0.2486,0.1544
17587,uniref90,30,0.11050082,Non-epitope,0.1105,0.3029,0.1627
18574,uniref90,30,0.043758705,Non-epitope,0.0438,0.2229,0.084
18575,uniref90,30,0.08685797,Non-epitope,0.0869,0.1935,0.1716
18576,uniref90,30,0.0814891,Non-epitope,0.0815,0.21,0.185
18771,uniref90,30,0.09104579,Non-epitope,0.091,0.2719,0.2012
18776,uniref90,30,0.13259369,Non-epitope,0.1326,0.2226,0.1788
18778,uniref90,30,0.082083814,Non-epitope,0.0821,0.2024,0.1272
18782,uniref90,30,0.038851444,Non-epitope,0.0389,0.1542,0.0719
18785,uniref90,30,0.045592126,Non-epitope,0.0456,0.1682,0.0791
18790,uniref90,30,0.083612315,Non-epitope,0.0836,0.2109,0.1749
18791,uniref90,30,0.081887946,Non-epitope,0.0819,0.1889,0.1706
18792,uniref90,30,0.07103271,Non-epitope,0.071,0.1992,0.1553
18793,uniref90,30,0.13694882,Non-epitope,0.1369,0.2413,0.1673
18798,uniref90,30,0.07722653,Non-epitope,0.0772,0.1915,0.1567
18800,uniref90,30,0.08245531,Non-epitope,0.0825,0.2128,0.1688
18802,uniref90,30,0.08650707,Non-epitope,0.0865,0.1638,0.1279
18968,uniref90,30,0.108185135,Non-epitope,0.1082,0.2031,0.1536
18970,uniref90,30,0.14232585,Non-epitope,0.1423,0.2903,0.1842
18971,uniref90,30,0.14400381,Non-epitope,0.144,0.2594,0.2088
18972,uniref90,30,0.14305945,Non-epitope,0.1431,0.2085,0.1749
18978,uniref90,30,0.12888247,Non-epitope,0.1289,0.2624,0.1521
19287,uniref90,30,0.10609557,Non-epitope,0.1061,0.2043,0.1348
19289,uniref90,30,0.08025309,Non-epitope,0.0803,0.1642,0.1198
19731,uniref90,30,0.13064131,Non-epitope,0.1306,0.2142,0.1824
19734,uniref90,30,0.12748653,Non-epitope,0.1275,0.242,0.1857
19735,uniref90,30,0.11947943,Non-epitope,0.1195,0.2734,0.2071
20090,uniref90,30,0.083612405,Non-epitope,0.0836,0.2249,0.176
20095,uniref90,30,0.07796001,Non-epitope,0.078,0.218,0.1111
20100,uniref90,30,0.09211199,Non-epitope,0.0921,0.2226,0.1426
20104,uniref90,30,0.05970504,Non-epitope,0.0597,0.1962,0.1118
20785,uniref90,29,0.09022064,Non-epitope,0.0902,0.2069,0.155
20789,uniref90,29,0.08872841,Non-epitope,0.0887,0.1731,0.1302
20790,uniref90,29,0.06948639,Non-epitope,0.0695,0.1372,0.0995
20792,uniref90,29,0.13635021,Non-epitope,0.1364,0.25,0.1713
20801,uniref90,29,0.08004511,Non-epitope,0.08,0.1747,0.1222
20950,uniref90,29,0.074414924,Non-epitope,0.0744,0.1521,0.1063
20951,uniref90,29,0.075221136,Non-epitope,0.0752,0.1733,0.1219
20952,uniref90,29,0.11270826,Non-epitope,0.1127,0.2009,0.1371
20957,uniref90,29,0.06582417,Non-epitope,0.0658,0.1491,0.097
20959,uniref90,29,0.075971864,Non-epitope,0.076,0.1505,0.1115
20960,uniref90,29,0.07956311,Non-epitope,0.0796,0.1697,0.1218
20963,uniref90,29,0.07527529,Non-epitope,0.0753,0.1598,0.1094
21282,uniref90,29,0.122610636,Non-epitope,0.1226,0.2466,0.1871
22837,uniref90,29,0.13007201,Non-epitope,0.1301,0.2392,0.1619
22887,uniref90,29,0.08512934,Non-epitope,0.0851,0.2308,0.1263
22896,uniref90,29,0.117764495,Non-epitope,0.1178,0.2434,0.1575
23457,uniref90,29,0.11688404,Non-epitope,0.1169,0.2321,0.144
23462,uniref90,29,0.13075571,Non-epitope,0.1308,0.2629,0.1989
23646,uniref90,29,0.106071405,Non-epitope,0.1061,0.2018,0.1631
23650,uniref90,29,0.087054506,Non-epitope,0.0871,0.2117,0.1523
23651,uniref90,29,0.084561795,Non-epitope,0.0846,0.1759,0.1413
23652,uniref90,29,0.121692784,Non-epitope,0.1217,0.3079,0.2256
23654,uniref90,29,0.08786608,Non-epitope,0.0879,0.2134,0.1429
24922,uniref90,29,0.14021033,Non-epitope,0.1402,0.2655,0.1916
26005,uniref90,29,0.050988555,Non-epitope,0.051,0.1578,0.0855
26006,uniref90,29,0.13024494,Non-epitope,0.1302,0.2727,0.1818
26932,uniref90,29,0.14183329,Non-epitope,0.1418,0.2293,0.1854
26940,uniref90,29,0.09817679,Non-epitope,0.0982,0.1658,0.128
28224,uniref90,29,0.08783966,Non-epitope,0.0878,0.2056,0.1562
28225,uniref90,29,0.08202026,Non-epitope,0.082,0.1836,0.1081
28230,uniref90,29,0.088004,Non-epitope,0.088,0.2023,0.1396
28238,uniref90,29,0.069386624,Non-epitope,0.0694,0.2375,0.1222
28240,uniref90,29,0.062021285,Non-epitope,0.062,0.1878,0.1111
28723,uniref90,29,0.04281427,Non-epitope,0.0428,0.1753,0.0782
28728,uniref90,29,0.14723581,Non-epitope,0.1472,0.3074,0.2027
28729,uniref90,29,0.10666536,Non-epitope,0.1067,0.2734,0.1739
28730,uniref90,29,0.09160184,Non-epitope,0.0916,0.175,0.1358
28731,uniref90,29,0.12651385,Non-epitope,0.1265,0.2585,0.184
28732,uniref90,29,0.045806963,Non-epitope,0.0458,0.167,0.0745
28734,uniref90,29,0.038284894,Non-epitope,0.0383,0.1964,0.078
28736,uniref90,29,0.094736144,Non-epitope,0.0947,0.1938,0.1392
28737,uniref90,29,0.11592739,Non-epitope,0.1159,0.2241,0.146
28740,uniref90,29,0.1330863,Non-epitope,0.1331,0.2492,0.1796
28741,uniref90,29,0.115305774,Non-epitope,0.1153,0.2447,0.1543
28743,uniref90,29,0.039427135,Non-epitope,0.0394,0.1393,0.076
28744,uniref90,29,0.14742343,Non-epitope,0.1474,0.3434,0.2017
28746,uniref90,29,0.044680957,Non-epitope,0.0447,0.1684,0.0782
28750,uniref90,29,0.13079955,Non-epitope,0.1308,0.2698,0.2414
28752,uniref90,29,0.1257428,Non-epitope,0.1257,0.2721,0.2025
28962,uniref90,29,0.068744004,Non-epitope,0.0687,0.1477,0.1129
28964,uniref90,29,0.04540319,Non-epitope,0.0454,0.1663,0.0821
28968,uniref90,29,0.04594676,Non-epitope,0.0459,0.2328,0.0939
28969,uniref90,29,0.0456001,Non-epitope,0.0456,0.1804,0.0791
28973,uniref90,29,0.14558406,Non-epitope,0.1456,0.2528,0.223
28977,uniref90,29,0.1094652,Non-epitope,0.1095,0.2199,0.1681
28979,uniref90,29,0.08743031,Non-epitope,0.0874,0.2117,0.1434
28981,uniref90,29,0.1022368,Non-epitope,0.1022,0.2651,0.1724
29765,uniref90,29,0.12948129,Non-epitope,0.1295,0.293,0.1978
29774,uniref90,29,0.12718073,Non-epitope,0.1272,0.2612,0.2314
29776,uniref90,29,0.11571941,Non-epitope,0.1157,0.2277,0.167
29777,uniref90,29,0.120097406,Non-epitope,0.1201,0.2467,0.1747
30083,uniref90,29,0.08088119,Non-epitope,0.0809,0.1677,0.1155
30090,uniref90,29,0.04413053,Non-epitope,0.0441,0.2057,0.0878
30094,uniref90,29,0.04200351,Non-epitope,0.042,0.1623,0.0816
30099,uniref90,29,0.1195589,Non-epitope,0.1196,0.2498,0.1745
30429,uniref90,29,0.1350565,Non-epitope,0.1351,0.2524,0.1587
30437,uniref90,29,0.08322659,Non-epitope,0.0832,0.205,0.1322
30440,uniref90,29,0.14453635,Non-epitope,0.1445,0.2511,0.2283
30441,uniref90,29,0.045555703,Non-epitope,0.0456,0.1646,0.0811
30822,uniref90,29,0.14734921,Non-epitope,0.1473,0.2884,0.2222
30825,uniref90,29,0.06869487,Non-epitope,0.0687,0.1698,0.1123
30826,uniref90,29,0.043998197,Non-epitope,0.044,0.2121,0.0808
30830,uniref90,29,0.048894674,Non-epitope,0.0489,0.2325,0.0925
30832,uniref90,29,0.04007907,Non-epitope,0.0401,0.1731,0.0717
30835,uniref90,29,0.0394399,Non-epitope,0.0394,0.1324,0.0591
30839,uniref90,29,0.040604655,Non-epitope,0.0406,0.1879,0.0757
30840,uniref90,29,0.04496456,Non-epitope,0.045,0.2157,0.0906
31742,uniref90,29,0.119186155,Non-epitope,0.1192,0.294,0.1868
31743,uniref90,29,0.04583326,Non-epitope,0.0458,0.1852,0.0901
31744,uniref90,29,0.10312018,Non-epitope,0.1031,0.2615,0.2058
31745,uniref90,29,0.04099161,Non-epitope,0.041,0.1585,0.0768
31746,uniref90,29,0.06717128,Non-epitope,0.0672,0.1361,0.1005
31747,uniref90,29,0.039844945,Non-epitope,0.0398,0.1993,0.081
31748,uniref90,29,0.09826196,Non-epitope,0.0983,0.2502,0.1968
31749,uniref90,29,0.06304966,Non-epitope,0.063,0.1555,0.1041
31750,uniref90,29,0.06474401,Non-epitope,0.0647,0.1522,0.11
31751,uniref90,29,0.04038633,Non-epitope,0.0404,0.1604,0.0789
31752,uniref90,29,0.04664438,Non-epitope,0.0466,0.1681,0.0761
31756,uniref90,29,0.08463162,Non-epitope,0.0846,0.1805,0.1226
31758,uniref90,29,0.04410133,Non-epitope,0.0441,0.2083,0.0804
31761,uniref90,29,0.10112023,Non-epitope,0.1011,0.2078,0.1779
31884,uniref90,29,0.04269375,Non-epitope,0.0427,0.192,0.0843
31885,uniref90,29,0.042554237,Non-epitope,0.0426,0.1765,0.0851
31886,uniref90,29,0.04020827,Non-epitope,0.0402,0.1694,0.0721
31888,uniref90,29,0.061156034,Non-epitope,0.0612,0.1741,0.1188
31889,uniref90,29,0.040994197,Non-epitope,0.041,0.1314,0.0684
31892,uniref90,29,0.08522209,Non-epitope,0.0852,0.2085,0.1147
31898,uniref90,29,0.043318026,Non-epitope,0.0433,0.1792,0.0854
31899,uniref90,29,0.043199036,Non-epitope,0.0432,0.2046,0.0866
31927,uniref90,29,0.09074209,Non-epitope,0.0907,0.2072,0.1484
31928,uniref90,29,0.07636331,Non-epitope,0.0764,0.2223,0.155
31929,uniref90,29,0.08110766,Non-epitope,0.0811,0.2165,0.1602
31930,uniref90,29,0.09695283,Non-epitope,0.097,0.169,0.1473
31932,uniref90,29,0.041527838,Non-epitope,0.0415,0.2026,0.0833
31933,uniref90,29,0.04454659,Non-epitope,0.0445,0.2171,0.0848
31934,uniref90,29,0.051359892,Non-epitope,0.0514,0.1763,0.0883
31935,uniref90,29,0.043133736,Non-epitope,0.0431,0.1722,0.0844
31940,uniref90,29,0.11468927,Non-epitope,0.1147,0.2604,0.2068
31967,uniref90,29,0.0484475,Non-epitope,0.0484,0.2204,0.0933
31969,uniref90,29,0.04590766,Non-epitope,0.0459,0.1918,0.0834
31971,uniref90,29,0.13618729,Non-epitope,0.1362,0.2739,0.1789
31974,uniref90,29,0.06816715,Non-epitope,0.0682,0.1683,0.1122
31976,uniref90,29,0.042430058,Non-epitope,0.0424,0.1703,0.075
31977,uniref90,29,0.08585591,Non-epitope,0.0859,0.1865,0.1335
31979,uniref90,29,0.06932568,Non-epitope,0.0693,0.1607,0.114
31980,uniref90,29,0.12853253,Non-epitope,0.1285,0.2431,0.1658
31981,uniref90,29,0.055179335,Non-epitope,0.0552,0.2001,0.107
32002,uniref90,29,0.044034693,Non-epitope,0.044,0.1645,0.0787
32005,uniref90,29,0.1250615,Non-epitope,0.1251,0.2534,0.2347
32006,uniref90,29,0.077584855,Non-epitope,0.0776,0.1692,0.1286
32008,uniref90,29,0.040885996,Non-epitope,0.0409,0.1493,0.0661
32009,uniref90,29,0.04266055,Non-epitope,0.0427,0.1926,0.0862
32011,uniref90,29,0.06506736,Non-epitope,0.0651,0.1786,0.1138
32014,uniref90,29,0.07152758,Non-epitope,0.0715,0.2018,0.1131
32017,uniref90,29,0.13695423,Non-epitope,0.137,0.2525,0.1655
32018,uniref90,29,0.04024931,Non-epitope,0.0402,0.1248,0.0658
32021,uniref90,29,0.07307577,Non-epitope,0.0731,0.2054,0.1343
33223,uniref90,29,0.044003885,Non-epitope,0.044,0.1868,0.081
33227,uniref90,29,0.09385207,Non-epitope,0.0939,0.1711,0.1372
33229,uniref90,29,0.08553629,Non-epitope,0.0855,0.2224,0.1637
33235,uniref90,29,0.074147716,Non-epitope,0.0741,0.2012,0.147
33237,uniref90,29,0.10257021,Non-epitope,0.1026,0.2367,0.1395
33238,uniref90,29,0.0759844,Non-epitope,0.076,0.1819,0.1106
33239,uniref90,29,0.081969894,Non-epitope,0.082,0.1872,0.1211
33242,uniref90,29,0.05965849,Non-epitope,0.0597,0.1604,0.0954
33263,uniref90,29,0.066987455,Non-epitope,0.067,0.1834,0.1084
33264,uniref90,29,0.04276876,Non-epitope,0.0428,0.1555,0.0766
33265,uniref90,29,0.039355826,Non-epitope,0.0394,0.1883,0.0735
33266,uniref90,29,0.10477222,Non-epitope,0.1048,0.209,0.1642
33267,uniref90,29,0.06088797,Non-epitope,0.0609,0.1337,0.0968
33268,uniref90,29,0.040851284,Non-epitope,0.0409,0.1903,0.0845
33269,uniref90,29,0.09459318,Non-epitope,0.0946,0.248,0.1564
33270,uniref90,29,0.04400771,Non-epitope,0.044,0.1304,0.0705
33271,uniref90,29,0.04147324,Non-epitope,0.0415,0.2095,0.0834
33273,uniref90,29,0.044124976,Non-epitope,0.0441,0.1919,0.0788
33282,uniref90,29,0.085555576,Non-epitope,0.0856,0.1876,0.1151
33356,uniref90,29,0.123041615,Non-epitope,0.123,0.2368,0.1926
33357,uniref90,29,0.09405135,Non-epitope,0.0941,0.2428,0.1552
33360,uniref90,29,0.04199263,Non-epitope,0.042,0.1729,0.0706
33361,uniref90,29,0.07087456,Non-epitope,0.0709,0.1962,0.1535
33445,uniref90,29,0.094486326,Non-epitope,0.0945,0.2328,0.1688
33447,uniref90,29,0.13420154,Non-epitope,0.1342,0.2599,0.2101
33450,uniref90,29,0.09289592,Non-epitope,0.0929,0.202,0.1524
33453,uniref90,29,0.08643637,Non-epitope,0.0864,0.1923,0.1412
33458,uniref90,29,0.10244105,Non-epitope,0.1024,0.2072,0.1477
33459,uniref90,29,0.0646666,Non-epitope,0.0647,0.157,0.0902
33461,uniref90,29,0.08597438,Non-epitope,0.086,0.1872,0.1241
33767,uniref90,29,0.11163284,Non-epitope,0.1116,0.2271,0.1579
33768,uniref90,29,0.06823488,Non-epitope,0.0682,0.1489,0.1132
33774,uniref90,29,0.110716574,Non-epitope,0.1107,0.2494,0.2078
33776,uniref90,29,0.07932125,Non-epitope,0.0793,0.2096,0.145
33778,uniref90,29,0.10633087,Non-epitope,0.1063,0.17,0.1363
33781,uniref90,29,0.09296941,Non-epitope,0.093,0.2034,0.1539
33782,uniref90,29,0.115749314,Non-epitope,0.1157,0.2566,0.2062
33784,uniref90,29,0.12318832,Non-epitope,0.1232,0.2516,0.2135
34625,uniref90,29,0.042933274,Non-epitope,0.0429,0.2011,0.0799
34626,uniref90,29,0.074772485,Non-epitope,0.0748,0.213,0.1205
34627,uniref90,29,0.048216812,Non-epitope,0.0482,0.2455,0.0939
34630,uniref90,29,0.09796479,Non-epitope,0.098,0.1841,0.1249
34631,uniref90,29,0.039900687,Non-epitope,0.0399,0.1493,0.0745
34632,uniref90,29,0.044523213,Non-epitope,0.0445,0.1405,0.076
34633,uniref90,29,0.09731635,Non-epitope,0.0973,0.1781,0.1601
34634,uniref90,29,0.07474595,Non-epitope,0.0747,0.158,0.1075
34635,uniref90,29,0.059941053,Non-epitope,0.0599,0.2114,0.1122
34639,uniref90,29,0.09949452,Non-epitope,0.0995,0.2021,0.1626
34848,uniref90,29,0.12298436,Non-epitope,0.123,0.2513,0.1405
34851,uniref90,29,0.09567115,Non-epitope,0.0957,0.203,0.1532
34857,uniref90,29,0.12378091,Non-epitope,0.1238,0.2317,0.184
34863,uniref90,29,0.08685691,Non-epitope,0.0869,0.2047,0.1299
35065,uniref90,29,0.037897874,Non-epitope,0.0379,0.2017,0.0808
35067,uniref90,29,0.08517428,Non-epitope,0.0852,0.2132,0.1226
35072,uniref90,29,0.13799368,Non-epitope,0.138,0.2735,0.2495
35074,uniref90,29,0.06826966,Non-epitope,0.0683,0.1897,0.1158
35079,uniref90,29,0.07801135,Non-epitope,0.078,0.1876,0.1119
35081,uniref90,29,0.146448,Non-epitope,0.1464,0.2493,0.1925
35083,uniref90,29,0.08573648,Non-epitope,0.0857,0.2095,0.1647
36146,uniref90,29,0.08291832,Non-epitope,0.0829,0.1665,0.1176
36154,uniref90,29,0.08237011,Non-epitope,0.0824,0.2562,0.1788
36156,uniref90,29,0.040886123,Non-epitope,0.0409,0.1769,0.0798
36159,uniref90,29,0.07496508,Non-epitope,0.075,0.1826,0.1235
36586,uniref90,29,0.048191935,Non-epitope,0.0482,0.1803,0.0905
36593,uniref90,29,0.042386305,Non-epitope,0.0424,0.1966,0.0844
36594,uniref90,29,0.08709034,Non-epitope,0.0871,0.175,0.1066
36595,uniref90,29,0.044169582,Non-epitope,0.0442,0.207,0.0871
36597,uniref90,29,0.12776181,Non-epitope,0.1278,0.2568,0.1929
36601,uniref90,29,0.12415121,Non-epitope,0.1242,0.2823,0.1972
36602,uniref90,29,0.110756636,Non-epitope,0.1108,0.2605,0.2078
36604,uniref90,29,0.13079435,Non-epitope,0.1308,0.2251,0.1706
36605,uniref90,29,0.040598534,Non-epitope,0.0406,0.1648,0.0672
37145,uniref90,29,0.10734406,Non-epitope,0.1073,0.2209,0.1624
37147,uniref90,29,0.111601636,Non-epitope,0.1116,0.2257,0.1678
37149,uniref90,29,0.11842877,Non-epitope,0.1184,0.2165,0.1586
38204,uniref90,28,0.13252597,Non-epitope,0.1325,0.1713,0.1461
39649,uniref90,28,0.07033155,Non-epitope,0.0703,0.1469,0.1148
